분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축신고,용도변경,서울특별시 광진구 구의동 202-6,475,253.47,2164.28,,53.36,389.38,,2010-11-22,,,2011-01-18,8,1,교육연구시설,복지시설.근린생활시설.단독주택,제3종일반주거지역,일반미관지구,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 78-3,332.9,159.12,895.28,,47.8,249.71,,2010-11-19,,2011-02-08,2011-06-21,6,0,제2종근린생활시설,,제3종일반주거지역,일반미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 200-27,129.6,76.93,251.93,,59.36,194.39,,2010-11-19,,2010-11-26,2011-04-22,5,0,제2종근린생활시설,다가구주택(8가구),제2종일반주거지역,,,,,8,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 131-8,853.6,417.52,2202.31,,48.9128,203.784,,2010-11-17,,,2010-11-18,5,1,업무시설,근생,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 355-26,167,83.06,261.1,,49.7365,156.3473,,2010-11-17,,2011-03-16,2011-07-07,4,0,단독주택,다가구 주택,제3종일반주거지역,,제1종지구단위계획구역,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 3-60,135.5,66.54,253.63,49.15,49.11,134.49,,2010-11-17,,2010-11-18,2011-03-09,3,1,단독주택,,준주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 355-26,167,83.06,281.1,20,49.73,168.32,,2010-11-17,,,2011-07-07,4,,단독주택,다가구주택,제3종일반주거지역,,제1종지구단위계획구역,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 623-5,124.01,73.93,179.94,,59.62,145.1,,2010-11-16,,2010-11-23,2011-04-13,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 623-5,124.01,73.93,236.43,56.49,59.62,190.65,,2010-11-16,,,2011-04-13,5,,단독주택,다가구추택(6가구),제2종일반주거지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 643-10,328.5,162.76,748.5,,49.54,227.85,,2010-11-15,,2010-11-18,2011-05-27,6,0,제2종근린생활시설,및다가구주택,제3종일반주거지역,,,,,14,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 499-10,141,69.96,256.54,33.54,49.62,123.02,,2010-11-15,,2010-11-17,2011-01-20,3,1,단독주택,,제3종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-330,218,128.7,431.93,,59.04,198.13,,2010-11-12,,2011-01-31,2011-05-06,5,0,공동주택,다세대주택및제2종근린생활시설,도시지역,,,8,1,,2023-01-28
건축신고,증축,서울특별시 광진구 능동 320-9,200,91.85,147.36,147.36,45.925,64.88,,2010-11-12,,2010-11-17,2010-11-17,2,1,단독주택,,도시지역,대공방어협조구역,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 11-9,172.6,101.85,380.75,380.75,59.0093,159.1136,,2010-11-11,,,2010-12-16,3,1,제2종근린생활시설,일반음식점,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 52-20,276.7,164.67,656.88,,59.51,190.27,,2010-11-10,,2011-01-18,2011-05-23,5,1,공동주택,다세대주택,제2종일반주거지역,,,10,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 36-30,265.3,159.11,533.67,,59.97,145.08,,2010-11-10,,,,4,1,공동주택,다세대주택,제1종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 540-4,168.6,101.12,357.18,,59.98,184.56,,2010-11-05,,2010-11-11,2011-04-21,5,1,공동주택,다세대주택,제2종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 238-23,149.82,86.4,224.58,,57.67,149.9,,2010-11-05,,2010-12-10,2012-05-30,4,0,단독주택,다가구주택및제2종근린생활시설,제1종일반주거지역,,,,,10,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 656-21,182.8,109.29,494.88,,59.78,219.21,,2010-11-05,,,2010-12-14,4,1,제2종근린생활시설,주택,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 363-4,188,154.55,375.91,66.81,82.21,199.95,,2010-11-05,,2010-11-10,2010-12-30,3,,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 618-39,152.4,90.78,301,49.03,59.57,140.3,,2010-11-05,,2010-11-09,2010-12-02,3,1,단독주택,다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 229-19,145.16,72.36,296.88,49.78,49.84,133.99,,2010-11-05,,2010-11-09,2010-12-14,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 807-1,147.02,73.47,278.18,49.86,49.97,133.85,,2010-11-05,,2010-11-09,2010-12-14,3,,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,대수선,서울특별시 광진구 중곡동 140-8 외1필지,878.46,422.18,3116.38,,48.06,287.67,,2010-11-04,,2010-11-08,2011-01-25,6,1,제1종근린생활시설,"제2종근린생활시설,공장,사무소",제3종일반주거지역,중심지미관지구,개발행위허가제한지역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 광장동 322-6,218,112.91,338.73,,51.79,155.38,,2010-11-04,,2010-11-10,2011-06-10,3,0,제1종근린생활시설,,도시지역,,전술항공작전기지의비행안전제3구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 619-5 외1필지,342.4,204.4,684.26,,59.69,199.84,,2010-11-03,,2010-12-28,2011-06-07,5,0,공동주택,다세대주택,,,,10,,,2023-01-28
건축허가,증축,서울특별시 광진구 자양동 619-5 외1필지,342.4,204.4,737.16,52.9,59.69,215.29,,2010-11-03,,,2011-06-07,5,,공동주택,,제2종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 29-8,288.3,168,683.9,,58.27,171.56,,2010-11-02,,2010-11-08,2011-04-26,4,1,공동주택,다세대주택,제2종일반주거지역,,,10,,,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 29-8,288.3,168,705.34,21.44,58.27,179,,2010-11-02,,,2011-04-26,4,1,공동주택,다세대주택,,,,10,,,2023-01-28
건축허가,대수선,서울특별시 광진구 화양동 3-39,300.5,168.93,592.04,,56.22,162.26,,2010-11-01,,2010-11-03,2010-11-10,3,1,제1종근린생활시설,"미용원,제과점,소매점",준주거지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 2-10,103.5,68.76,253.02,,66.43,185.12,,2010-11-01,,,2010-11-05,3,1,제1종근린생활시설,,준주거지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-383,324,184.7,647.57,,57.03,199.87,,2010-11-01,,2011-05-19,2012-02-13,5,0,공동주택,다세대주택,도시지역,,,12,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 19-40,206,123.53,863.41,,59.97,392.29,취소,2010-11-01,,,,7,1,제2종근린생활시설,고시원,준주거지역,,,,33,,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 150-383,324,184.7,682.37,34.8,57,210.6,,2010-11-01,,,2012-02-13,5,,공동주택,다세대주택,제2종일반주거지역,,,12,,,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 150-383,324,184.7,682.37,34.8,57,210.6,,2010-11-01,,,2012-02-13,5,,공동주택,다세대주택,제2종일반주거지역,,,12,,,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 150-383,324,184.7,682.37,34.8,57,210.6,,2010-11-01,,,2012-02-13,5,,공동주택,다세대주택,제2종일반주거지역,,,12,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 75-13,94.19,51,175.49,24.89,54.15,134.72,,2010-11-01,,2010-11-05,2010-11-08,3,1,단독주택,,제2종일반주거지역,,,,,5,2023-01-28
건축허가,대수선,서울특별시 광진구 능동 282-2,256.9,114.13,262.09,,44.43,82.95,,2010-10-29,,2010-11-22,2010-11-30,2,1,제2종근린생활시설,일반음식점,제2종일반주거지역,역사문화미관지구,,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 군자동 98,118420.2,34097.75,215426.781,,28.79,149.44,,2010-10-29,,2010-11-17,2010-12-14,6,2,교육연구시설,대학교,,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 군자동 503,4608,2295.41,36295.41,,49.8136,396.7717,,2010-10-29,,,2010-11-01,20,5,공동주택,판매 및 영업시설,준주거지역,중심지미관지구,제1종지구단위계획구역,90,116,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 612-18,88.86,52.64,132.5,,59.24,149.11,,2010-10-27,,2010-11-09,2011-03-11,4,0,단독주택,다가구주택(4가구),제1종일반주거지역,최고고도지구,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 147-103,211.7,126.65,452.18,,59.83,149.6,,2010-10-27,,2010-11-30,2011-04-06,4,1,공동주택,다세대주택 7세대,제1종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 623-4,157.1,93.5,305.15,,59.52,194.24,,2010-10-27,,2010-10-28,2011-04-01,5,0,제2종근린생활시설,다가구주택(7가구),제2종일반주거지역,,,,,7,2023-01-28
건축신고,개축,서울특별시 광진구 광장동 322-14,35,25.54,51.08,,72.97,145.94,,2010-10-26,,2010-10-27,2010-11-26,2,,제2종근린생활시설,일반음식점,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 19-44,137.8,82,379.21,,59.51,275.19,,2010-10-25,,2010-11-15,2011-08-17,6,0,제2종근린생활시설,,준주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 능동 236-1,716.7,356.49,1595.55,,49.74,192.14,,2010-10-22,,,,4,1,제2종근린생활시설,업무시설,,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 92-17,176.9,105.96,352.05,,59.89,199.1,,2010-10-22,,2010-10-25,2011-01-27,5,0,제2종근린생활시설,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 93-58,134.89,80.55,217.86,,59.72,161.51,,2010-10-22,,2010-10-22,2011-03-15,4,0,단독주택,,제2종일반주거지역,,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 93-36,115.62,68.84,230.62,,59.54,199.46,,2010-10-22,,2010-11-08,2011-04-15,5,0,제1종근린생활시설,"의원,다가구주택",제2종일반주거지역,,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 206-20,164.9,98.93,319.27,,59.99,193.61,,2010-10-22,,2010-11-15,2011-06-10,5,0,공동주택,다세대주택,제2종일반주거지역,,,12,,,2023-01-28
건축허가,증축,서울특별시 광진구 구의동 206-20,164.9,98.93,398.96,79.69,59.9939,241.9406,,2010-10-22,,,2011-06-10,5,,공동주택,다세대주택,제2종일반주거지역,,,12,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 84-14,199.3,112.74,236.39,,56.57,105.11,,2010-10-22,,2010-10-25,2010-11-12,2,1,단독주택,제2종근린생활시설,제1종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 93-58,134.89,80.55,251.62,33.76,59.72,186.54,,2010-10-22,,,2011-03-15,4,,단독주택,다가구주택,제2종일반주거지역,,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 341-50,195.8,97.49,557.94,,49.79,220.14,취소,2010-10-21,,2011-10-24,,5,1,제2종근린생활시설,고시원,도시지역,일반미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 41-12,173.22,86.4,399.55,,49.88,230.66,,2010-10-20,,2011-03-15,2011-08-11,6,0,제2종근린생활시설,고시원,제3종일반주거지역,,,,,1,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 132-5,196,97.28,389.12,,49.6327,148.898,,2010-10-20,,,2010-11-04,3,1,제2종근린생활시설,사무소,제3종일반주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 231-50,175.3,88.27,299.56,54.07,50.35,123.9,,2010-10-20,,2011-03-11,2011-04-29,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 256-39,175.2,104.58,349.82,,59.69,199.66,,2010-10-18,,2010-10-18,2011-04-01,4,0,제1종근린생활시설,다가구주택,제2종일반주거지역,,,,,6,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 227-129,117.15,70.28,299.82,,59.99,195.94,,2010-10-15,,,2010-10-19,4,1,제2종근린생활시설,,제3종일반주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 245-22,94.9,58.25,58.25,,61.38,61.38,,2010-10-15,,,,1,,제2종근린생활시설,수리점및일반음식점,도시지역,조망가로미관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 254-86,467.8,232.57,892.72,,49.72,143.32,,2010-10-15,,,2010-10-20,3,1,제2종근린생활시설,사무소,준주거지역,중심지미관지구,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 603-23,166.8,90.09,298.25,49.98,54.01,125.81,,2010-10-15,,2010-10-20,2010-12-14,3,1,단독주택,(다가구주택),제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 631-8,233.2,139.2,466.31,,59.69,199.96,,2010-10-14,,2010-10-26,2011-03-28,5,0,공동주택,도시형생활주택,도시지역,,,17,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 225-54,101.22,59.62,175.04,,58.9,172.93,,2010-10-13,,2010-10-13,2011-02-09,4,0,제2종근린생활시설,다가구주택(7가구),제2종일반주거지역,,,,,7,2023-01-28
건축허가,증축,서울특별시 광진구 구의동 225-54,101.22,59.62,220.29,45.25,58.9,217.63,,2010-10-13,,,2011-02-09,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 160-6,117.08,60.96,167.36,49.68,52.067,142.945,,2010-10-13,,2010-10-21,2011-02-28,3,,단독주택,,도시지역,대공방어협조구역,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 19-10,147.8,87.98,399.86,,59.53,270.54,,2010-10-12,,2010-10-25,2011-04-14,6,0,제2종근린생활시설,,준주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 8-54,124.3,63.86,228.83,44.15,51.37,134.57,,2010-10-12,,2010-10-27,2010-12-29,3,1,단독주택,주택,제2종일반주거지역,,대공방어 협조구역,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 38-29,796,57.96,220.7,49.8,59.93,167.65,,2010-10-12,,2010-10-14,2010-12-23,3,1,단독주택,,도시지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 97-4,179.2,105.12,357.51,,58.66,199.5,,2010-10-11,,2010-10-13,2011-04-07,5,0,단독주택,2종근생(사무실)  및 다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 615-27 외1필지,520.6,260.04,1888.54,,49.95,285.57,,2010-10-08,,,2010-11-11,6,1,제2종근린생활시설,노유자시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 16-18,218.5,126.29,488.32,,57.8,166.86,,2010-10-08,,2010-10-19,2011-03-15,4,1,제2종근린생활시설,고시원,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 50-21,146.8,80.77,293.34,56.26,55.03,137.33,,2010-10-08,,2010-11-17,2011-08-30,3,,단독주택,,도시지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 808-7,147.25,78.44,279.4,49.84,53.26,133.59,,2010-10-08,,2010-10-13,2010-12-14,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 802,184.8,76.69,18071,54.07,41.49,91.82,취소,2010-10-08,,2010-10-13,,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 603-5,249.8,124.76,645.68,,49.944,194.0272,,2010-10-07,,,2010-10-20,4,1,단독주택,제2종근린생활시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 143-11,169,101,323.15,,59.76,191.21,취소,2010-10-05,,,,4,0,제2종근린생활시설,고시원,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 69-12,125.3,77.02,143.24,15,61.47,101.84,,2010-09-30,,2010-10-04,2010-12-30,2,,단독주택,,제3종일반주거지역,,,,1,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 145-50,76,45.26,51.87,,59.55,59.55,,2010-09-29,,,,1,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 8-28,134.2,66.86,277.33,,49.82,206.65,취소,2010-09-29,,,,5,0,제2종근린생활시설,고시원,제3종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 252-45,193.7,116.16,449.7,,59.97,232.16,,2010-09-28,,2010-11-11,2011-04-12,5,0,공동주택,다세대주택,도시지역,,제1종지구단위계획구역,11,,,2023-01-28
건축신고,대수선,서울특별시 광진구 구의동 201-8,1025.9,418.6,647.71,,40.8032,57.4042,,2010-09-28,,2010-09-29,2010-10-01,2,1,위험물저장및처리시설,주유소,제3종일반주거지역,중심지미관지구,개발행위허가제한지역,1,,,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 252-45,193.7,116.16,478.44,28.74,59.97,247,,2010-09-28,,,2011-04-12,5,,공동주택,다세대주택,준주거지역,,제1종지구단위계획구역,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 207-20,140.8,84,240.03,,59.66,170.48,,2010-09-20,,2010-09-24,2010-12-30,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 231,333.6,196.52,500.22,,58.91,149.94,,2010-09-20,,2010-09-27,2011-03-04,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,19,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 61-1,180.5,107.35,360.32,,59.47,199.62,,2010-09-20,,2010-10-07,2011-02-21,5,0,공동주택,다세대주택,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 241-17,248.3,144.48,534.82,,58.19,149.89,,2010-09-20,,2010-10-27,2011-04-27,4,1,제2종근린생활시설,및 다가구주택,제1종일반주거지역,최고고도지구,,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 207-20,140.8,84,284.34,44.31,59.66,201.95,,2010-09-20,,,2010-12-30,4,,단독주택,다가구주택,제2종일반주거지역,,,,,8,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 220-58,197.78,118.22,511.22,,59.77,258.48,,2010-09-17,,,2010-11-10,5,,노유자시설,어린이집,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 223-7,187.8,93.28,527.9,,49.6699,199.0522,,2010-09-17,,,2010-10-29,5,1,노유자시설,주택,제3종일반주거지역,개발행위허가및건축허가제한지역,제1종지구단위계획구역,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 507-3,175,87.42,428.11,,49.9543,244.6343,,2010-09-17,,2010-11-18,2011-04-07,5,0,제2종근린생활시설,,제3종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 595,1180.05,0,7908.4,,0,0,,2010-09-17,,,2010-10-05,10,4,숙박시설,관광호텔,준주거지역,일반미관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 59-4,99,45.36,154.72,,45.8182,91.6364,,2010-09-16,,,,2,1,단독주택,근린생활시설,준주거지역,,제1종지구단위계획구역,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 169-119,237.6,109.24,284.3,,45.98,69.15,,2010-09-14,,,2010-10-21,2,1,노유자시설,,제2종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 6-20,2645.3,2558.08,6501.22,,96.7028,236.5796,,2010-09-14,,,2010-09-24,3,1,판매시설,근린생활시설,일반주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 35-24,265.5,156.79,509.11,,59.05,147.74,,2010-09-13,,2010-09-15,2011-02-09,4,1,공동주택,다세대주택,제1종일반주거지역,,,9,,,2023-01-28
건축허가,증축,서울특별시 광진구 구의동 35-24,265.5,156.79,517.44,8.33,59.05,150.89,,2010-09-13,,,2011-02-09,4,1,공동주택,다세대주택(9세대),제1종일반주거지역,,,9,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 467-24,533.6,266,1338.25,,49.85,175.3,,2010-09-09,,,2011-11-22,4,1,교육연구시설,연구소,가로구역별최고높이제한지역,중심지미관지구,개발행위허가제한지역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 289-4,316.7,189.36,630.88,,59.79,199.2,,2010-09-09,,2010-10-14,2011-02-23,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 593-16,370.5,166.76,617.93,29.21,45.01,126.38,,2010-09-09,,2010-09-10,2010-10-04,3,1,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 651-48,118.3,68.04,178.07,51.12,57.51,146.61,,2010-09-09,,2010-10-06,2010-11-18,3,,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,대수선,서울특별시 광진구 구의동 223-54,247.6,140.75,493.48,,56.85,185.47,,2010-09-08,,2010-09-09,2010-09-13,4,,공동주택,다세대주택,제2종일반주거지역,,,7,,,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 242-138,148.9,77.58,258.78,36.84,52.1,124.11,,2010-09-08,,2010-09-16,2010-11-11,3,1,단독주택,,제2종일반주거지역,기타지구,기타,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 36-23,379.8,178.84,306.28,13.95,47.09,63.13,,2010-09-07,,2010-09-09,2010-09-10,2,1,단독주택,,제1종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 능동 370-3 외1필지,385,195.45,501.8,,50.77,130.34,,2010-09-06,,2010-09-07,2011-02-21,4,0,단독주택,다가구주택(12가구),제1종일반주거지역,,,,,12,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 10-14,145.1,72.34,360.41,38.19,49.86,194.41,,2010-09-03,,2012-03-05,2012-07-09,4,1,단독주택,,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 11-30,209.1,105.55,517.4,24.2,50.48,197.93,,2010-09-03,,2010-10-04,2010-10-19,5,1,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 47-19,139.2,69.45,282.13,35.04,49.89,136.49,,2010-09-03,,2011-06-14,2011-07-14,3,1,단독주택,,제2종일반주거지역,,,,,4,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 12-31,189.4,97.17,198.81,36.57,51.3,97.94,,2010-09-03,,2010-09-06,2010-09-09,2,1,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 화양동 32-20,210.9,104.85,431.91,,49.72,131.48,,2010-08-31,,,,3,1,단독주택,,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 253-16 외1필지,330.9,198.38,494.74,,59.95,149.51,,2010-08-30,,2010-09-06,2011-02-23,4,0,단독주택,다가구주택(12가구),제1종일반주거지역,최고고도지구,,,,12,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 36-25,394.1,194.74,304.04,0.89,49.41,57.69,,2010-08-30,,2010-09-01,2010-09-03,2,1,단독주택,,제1종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 13-4,628.1,340.84,662.53,,54.2652,95.0231,,2010-08-26,,,2010-11-08,2,1,제2종근린생활시설,고시원,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 66-3,315,113.59,198.02,24,36.06,61.35,취소,2010-08-26,,2010-08-31,,2,1,제1종근린생활시설,소매점,제1종일반주거지역,,,,,2,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 8-49,147.4,74.46,274.41,45.75,50.51,130.27,,2010-08-26,,2010-09-16,2010-10-19,2,1,단독주택,,제2종일반주거지역,,대공방어 협조구역,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 10-24,212.6,126.36,372.84,,59.44,175.37,,2010-08-25,,2012-07-12,2012-11-22,5,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,16,,,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 184-7,331,191.57,646.75,76.44,57.88,138.85,,2010-08-25,,2010-08-26,2015-01-14,3,1,제1종근린생활시설,주택,제3종일반주거지역,일반미관지구,,,,2,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 44-27,122.59,70.11,232.28,32.33,57.19,132.29,,2010-08-24,,2010-08-25,2010-10-28,3,1,단독주택,다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 46-53,101.95,50.7,197.26,31.04,49.73,129.9,,2010-08-24,,2010-08-26,2010-09-09,3,1,단독주택,,제2종일반주거지역,,,1,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 135-19,174.2,103.49,347.86,,59.41,199.69,,2010-08-23,,2010-09-09,2011-03-11,5,0,단독주택,"다가구주택,제2종 근린생활시설",제2종일반주거지역,,,,,3,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 56-4,166.6,89.67,237.76,237.76,53.8235,138.3493,,2010-08-23,,2010-08-24,2011-02-28,3,1,단독주택,,도시지역,조망가로미관지구,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 17-24,111.4,65.45,184.36,49.92,58.75,157.27,,2010-08-23,,2010-08-24,2010-10-27,3,1,단독주택,,준주거지역,,,,,1,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 2-2 외7필지,2479,816.89,4697.48,,32.95,133.35,,2010-08-20,,2010-08-25,2011-02-10,5,1,문화및집회시설,예식장및근린생활시설,일반주거지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,증축,서울특별시 광진구 화양동 1 외31필지,460443.2,80072.68,403007.7,45800.51,17.4,72.33,,2010-08-20,,2011-06-28,2012-08-17,5,1,교육연구시설,학교,제2종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,증축,서울특별시 광진구 화양동 15-86,193.1,108.64,463.06,62.39,56.26,189.39,,2010-08-20,,2010-08-23,2010-12-15,4,1,제2종근린생활시설,,,,,,,,2023-01-28
