건축구분,건물명,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),구조,허가일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수
신축,중곡동 72-7 단독주택 (김용화),서울특별시 광진구 중곡동 72-7,102.1,61.2,152.5,,59.94,149.36,철근콘크리트구조,2012-10-19,2012-10-25,2013-05-24,4,0,단독주택,다가구주택(4),제1종일반주거지역,,대공방어 협조구역,,,4
신축,.,서울특별시 광진구 자양동 225-13,199.95,118.73,398.76,,59.38,199.43,철근콘크리트구조,2012-09-18,2012-11-09,2013-05-24,5,0,공동주택,도시형생활주택원룸형(다세대),제2종일반주거지역,,,13,,
신축,돌채하우스,서울특별시 광진구 능동 250-22 외1필지,215.2,128.25,306.78,,59.6,142.56,철근콘크리트구조,2012-09-14,2012-10-10,2013-05-24,4,0,단독주택,다가구주택,제1종일반주거지역,최고고도지구,,,,5
신축,화양동제2종근린생활시설 (이미훈),서울특별시 광진구 화양동 100,207,124.02,855.43,,59.91,350.66,철근콘크리트구조,2012-03-21,2012-04-12,2013-05-23,7,1,제2종근린생활시설,고시원,준주거지역,,,,27,
신축,화양동 16-27 단독주택 (장옥희),서울특별시 광진구 화양동 16-27,142.54,85.14,246.48,,59.73,172.92,철근콘크리트구조,2012-12-24,2013-01-09,2013-05-16,4,0,단독주택,"다가구주택,근린생활시설",제2종일반주거지역,,,,,7
신축,자양동 599-7 공동주택 ,서울특별시 광진구 자양동 599-7,137.4,80.08,243.92,,58.28,177.52,철근콘크리트구조,2012-08-27,2012-12-06,2013-05-16,4,0,공동주택,,제2종일반주거지역,,,8,,
대수선,중곡동 548-8 단독주택 (이상설),서울특별시 광진구 중곡동 548-8,215.6,120.06,428.79,,55.69,198.88,철근콘크리트구조,2013-03-22,2013-03-26,2013-05-15,5,,단독주택,제2종근린생활시설(사무소),제2종일반주거지역,,,,,5
신축,조윤 주택,서울특별시 광진구 구의동 225-48,164.4,98.56,294.56,,59.95,179.17,철근콘크리트구조,2012-10-08,2012-10-23,2013-05-14,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,7
신축,구의동 60-83 공동주택 (이대범),서울특별시 광진구 구의동 60-83,164,93.21,227.1,,56.84,138.48,철근콘크리트구조,2012-11-12,2012-11-20,2013-05-10,4,0,공동주택,도시형생활주택,제2종일반주거지역,,,5,,
신축,,서울특별시 광진구 중곡동 190-9,314.7,187.09,610.5,,59.45,193.99,철근콘크리트구조,2012-12-24,2012-12-27,2013-05-09,5,0,공동주택,다세대주택(도시형생활주택),제2종일반주거지역,,,25,,
신축,,서울특별시 광진구 중곡동 159-39,163.3,97.51,299.2,,59.71,183.22,철근콘크리트구조,2012-11-16,2012-11-26,2013-05-09,4,0,단독주택,다가구 5가구,도시지역,,학교환경위생정화구역,,,5
신축,,서울특별시 광진구 자양동 615-8,168,100.69,334.93,,59.9345,199.3631,철근콘크리트구조,2012-11-13,2012-12-28,2013-05-08,5,0,공동주택,도시형생활주택(단지형다세대),도시지역,대공방어협조구역,,8,,
신축,중곡동 129-13 단독주택 (유영순),서울특별시 광진구 중곡동 129-13,150.4,86.56,297.15,,57.55,197.57,철근콘크리트구조,2012-10-25,2012-10-31,2013-05-03,5,0,단독주택,제2종근린생활시설,제2종일반주거지역,,,,,4
용도변경,,서울특별시 광진구 화양동 3-28,325,134.5,658.44,,41.38,161.21,철근콘크리트구조,2013-02-05,,2013-04-30,4,1,제1종근린생활시설,제2종근린생활시설,준주거지역,일반미관지구,제1종지구단위계획구역,,,
신축,,서울특별시 광진구 중곡동 628-15,175.15,102.45,350.06,,58.49,199.86,철근콘크리트구조,2012-11-20,2012-11-22,2013-04-30,5,0,단독주택,근생 및 다가구주택,도시지역,,,,,5
대수선,화양동 116-2 제1종근린생활시설 (송창의),서울특별시 광진구 화양동 116-2 외3필지,625,267.65,2104.59,,42.824,214.12,,2013-04-02,2013-04-04,2013-04-29,5,2,제1종근린생활시설,소매점,일반상업지역,중심지미관지구,제1종지구단위계획구역,,,
신축,구의동 229-39 공동주택,서울특별시 광진구 구의동 229-39,140,69.56,247.41,,49.69,176.72,철근콘크리트구조,2012-10-11,2012-11-05,2013-04-26,4,0,공동주택,도시형생활주택,가로구역별최고높이제한지역,대공방어협조구역,학교환경위생정화구역,7,,
신축,구의동 226-55 호(영복빌라),서울특별시 광진구 구의동 226-55,192.7,114.84,381.69,,59.6,198.07,철근콘크리트구조,2012-09-14,2012-11-05,2013-04-26,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,
신축,구의동 217-33 공동주택 (박은하),서울특별시 광진구 구의동 217-33 외1필지,352,172.42,1113.82,,48.98,242.31,철근콘크리트구조,2012-09-10,2012-09-12,2013-04-26,7,1,제2종근린생활시설,도시형생활주택및근린생활시설,제3종일반주거지역,,,11,,
신축,케이타워 오피스텔 B,서울특별시 광진구 화양동 21-22 외3필지,470.8,280.91,4290.5,,59.67,782.97,철근콘크리트구조,2011-09-16,2011-10-20,2013-04-26,18,2,업무시설,"오피스텔,제2종근린생활시설",일반상업지역,,제1종지구단위계획구역,,136,
신축,케이타워 오피스텔 A,서울특별시 광진구 화양동 21-23,468.8,277.76,3834.93,,59.25,659.88,철근콘크리트구조,2011-07-26,2011-10-20,2013-04-26,15,2,업무시설,"오피스텔,제2종근린생활시설",일반상업지역,,제1종지구단위계획구역,,112,
신축,세원그린빌,서울특별시 광진구 구의동 58-11,434,254.54,942.69,,58.65,149.94,철근콘크리트구조,2012-11-15,2012-11-20,2013-04-25,4,1,공동주택,다세대주택/제2종근린생활시설(사무소),제1종일반주거지역,,,11,2,
신축,중곡동 138-12 공동주택 (정현숙),서울특별시 광진구 중곡동 138-12,166,99.2,319.09,,59.76,192.22,철근콘크리트구조,2012-09-24,2012-09-25,2013-04-24,5,0,공동주택,도시형생활주택/원룸형,제2종일반주거지역,,,15,,
신축,군자동  93-24 다가구주택신축공사,서울특별시 광진구 군자동 93-24,100.07,59.84,161.32,,59.8,161.21,철근콘크리트구조,2012-11-07,2012-11-08,2013-04-23,4,0,단독주택,다가구주택,도시지역,,,,,2
신축,,서울특별시 광진구 능동 234-24,143.1,84.36,214.46,,58.95,149.87,철근콘크리트구조,2012-10-30,2012-11-26,2013-04-23,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,7
신축,자양동 593-15 공동주택 (이선호),서울특별시 광진구 자양동 593-15,197.1,111.685,353.82,,56.66,179.51,철근콘크리트구조,2012-08-29,2012-09-28,2013-04-22,4,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,14,,
대수선,구의동 254-1 제2종근린생활시설 (김장송),서울특별시 광진구 구의동 254-1,134.2,102.38,285.44,,76.29,206.24,벽돌구조,2013-04-03,2013-04-05,2013-04-19,3,1,제2종근린생활시설,근린생활시설,준주거지역,중심지미관지구,개발행위허가제한지역,,,
대수선,비바체 A,서울특별시 광진구 구의동 23-27,246.3,147.49,846.78,,59.88,239.53,철근콘크리트구조,2013-03-04,2013-03-06,2013-04-19,4,2,공동주택,다세대주택/근린생활시설,제1종일반주거지역,,학교환경위생정화구역,9,,
신축,군자동 93-26 단독주택 (최장주),서울특별시 광진구 군자동 93-26,90.43,54.12,145.01,,59.84,160.36,철근콘크리트구조,2012-11-16,2012-11-26,2013-04-18,4,0,단독주택,다가구,도시지역,,,,,2
신축,자양동 6-69호 도시형생활주택 ,서울특별시 광진구 자양동 6-69,152.7,90.3,304.02,,59.14,199.1,철근콘크리트구조,2012-09-06,2012-11-02,2013-04-18,5,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,13,,
증축,자양동 77-19 제2종근린생활시설 (고성익),서울특별시 광진구 자양동 774-19,440.3,220.02,1215.32,1215.32,49.9705,226.8499,철근콘크리트구조,2013-01-16,2013-02-21,2013-04-15,6,1,제2종근린생활시설,"사무실,학원,제1종근린생활시설(소매점),창고시설",가로구역별최고높이제한지역,중심지미관지구,상수원보호기타,,,
신축,중곡동 293-25 단독주택 (곽동일),서울특별시 광진구 중곡동 293-25,206.6,121.87,309.1,,58.99,149.61,철근콘크리트구조,2012-09-21,2012-10-18,2013-04-12,4,0,단독주택,,제1종일반주거지역,,,,,6
용도변경,성수빌딩,서울특별시 광진구 자양동 181-1,805.98,330.66,2158.35,,41.03,227.39,철근콘크리트구조,2013-04-08,,2013-04-10,6,1,업무시설,근린생활시설,제3종일반주거지역,일반미관지구,개발행위허가제한지역,,,
용도변경,구의동 201-6 교육연구시설 (한정남),서울특별시 광진구 구의동 201-6,690.6,407.38,3114.02,,58.99,399.55,철근콘크리트구조,2013-03-29,,2013-04-09,8,1,교육연구시설,근린생활시설.업무시설,제3종일반주거지역,중심지미관지구,,,,
용도변경,cs프라자,서울특별시 광진구 구의동 212-3,2041.9,1204.72,11284.43,,59,270.34,철근콘크리트구조,2013-03-21,,2013-04-09,6,4,제1종근린생활시설,,제3종일반주거지역,일반미관지구,,,,
용도변경,중곡동 73-80 노유자시설 (박상화),서울특별시 광진구 중곡동 73-80,273.1,148.53,319.73,,54.38,106.01,벽돌구조,2013-03-06,,2013-04-09,3,1,노유자시설,영유아보육시설,도시지역,대공방어협조구역,,,,
용도변경,중곡동 157-1 업무시설 (최병각),서울특별시 광진구 중곡동 157-1 외1필지,917.1,456.41,3083.55,,49.77,267.22,,2013-02-26,,2013-04-09,6,1,업무시설,"근린생활시설,문화및집회시설",일반주거지역,일반미관지구,제1종지구단위계획구역,,,
증축,중곡동 293-28 노유자시설 (신정숙),서울특별시 광진구 중곡동 293-28,210.9,112.11,248.87,23.12,53.16,99.63,벽돌구조,2013-01-30,2013-03-06,2013-04-09,2,1,노유자시설,영유아보호시설,제1종일반주거지역,,,,,
신축,현진빌라,서울특별시 광진구 중곡동 96-35 외1필지,342.8,204.28,685.31,,59.59,199.92,철근콘크리트구조,2012-08-30,2012-08-31,2013-04-09,6,0,공동주택,다세대주택(10세대),제2종일반주거지역,,대공방어 협조구역,10,2,
신축,한가람빌,서울특별시 광진구 구의동 248-39,166.9,93.6,299.62,,56.08,179.52,철근콘크리트구조,2012-08-29,2012-09-05,2013-04-09,5,0,공동주택,도시형생활주택,제2종일반주거지역,,,11,,
신축,중곡동 602-12 공동주택 (박원삼),서울특별시 광진구 중곡동 602-12,164.6,88.7,246.67,,53.89,149.86,철근콘크리트구조,2012-08-09,2012-08-16,2013-04-09,4,0,공동주택,다세대,제1종일반주거지역,,,8,,
신축,,서울특별시 광진구 군자동 93-27 외1필지,193.7,112.23,356.85,,57.94,184.23,철근콘크리트구조,2012-11-13,2012-11-14,2013-04-08,5,0,단독주택,다가구주택및 근린생활시설,도시지역,,,,,7
신축,중곡동 287-8 공동주택 (이경자),서울특별시 광진구 중곡동 287-8,178.8,96.26,363.39,,53.84,149.67,철근콘크리트구조,2012-05-17,2012-06-15,2013-04-04,4,1,공동주택,다세대,,,,7,,
용도변경,자양동 855 공동주택(박용성),서울특별시 광진구 자양동 855,9332,3310.11,57938.5,,35.47,389.92,철골철근콘크리트구조,2013-04-01,,2013-04-02,25,3,공동주택,"아파트, 근린생활시설",준주거지역,일반미관지구,제1종지구단위계획구역,260,49,
대수선,한강복합빌딩,서울특별시 광진구 자양동 74-14,1373,732.32,8766.36,,53.34,313.86,철근콘크리트구조,2012-02-20,2012-03-14,2013-04-02,6,4,제2종근린생활시설,"근린생활시설, 업무시설, 운동시설",준주거지역,일반미관지구,제1종지구단위계획구역,,,
신축,,서울특별시 광진구 자양동 775-8,152,75.88,239.85,,49.92,157.8,철근콘크리트구조,2012-08-20,2012-08-23,2013-03-29,5,0,단독주택,다가구주택,도시지역,,,,,5
신축,,서울특별시 광진구 중곡동 287-7,178.8,96.26,363.39,,53.84,149.67,철근콘크리트구조,2012-05-15,2012-05-17,2013-03-29,4,1,공동주택,다세대,,,,7,,
대수선,제1종근린생활시설 (백용렬),서울특별시 광진구 중곡동 249-8,165.6,98.87,390.08,,59.7,175.85,철근콘크리트구조,2012-11-30,2012-12-13,2013-03-28,3,1,제1종근린생활시설,"근린생활시설(다방,매점,사무실,사무소)",,,,,,
신축,,서울특별시 광진구 군자동 146-5,127.4,75.6,236.61,,59.34,185.72,철근콘크리트구조,2012-10-22,2012-11-13,2013-03-26,5,0,단독주택,근린생활시설/다가구주택,제2종일반주거지역,,,,,6
신축,,서울특별시 광진구 중곡동 74-18,130.2,77.6,195.26,,59.6,149.97,철근콘크리트구조,2012-08-30,2012-08-31,2013-03-26,4,0,단독주택,다가구주택(5가구),제1종일반주거지역,,,,,5
신축,.연준빌,서울특별시 광진구 자양동 622-18,151.2,89.91,302.23,,59.46,199.88,철근콘크리트구조,2012-04-18,2012-08-22,2013-03-25,5,0,공동주택,도시형생활주택(원룸형),제2종전용주거지역,,,11,,
신축,,서울특별시 광진구 중곡동 691-4,152.4,90.94,300.64,,59.67,197.27,철근콘크리트구조,2012-09-12,2012-09-25,2013-03-22,4,0,단독주택,다가구5가구,제2종일반주거지역,,,,,5
증축,자양동 7-7 제2종근린생활시설 (민경완),서울특별시 광진구 자양동 7-7,460.2,208.5,1185.3,57.54,45.31,181.23,철근콘크리트구조,2012-12-31,2013-01-10,2013-03-20,4,1,제2종근린생활시설,,제2종일반주거지역,중심지미관지구,제1종지구단위계획구역,,,
대수선,자양동 181-1 업무시설 (김영자),서울특별시 광진구 자양동 181-1,805.98,330.66,2158.35,,41.03,227.39,철근콘크리트구조,2012-03-23,2012-04-02,2013-03-20,6,1,업무시설,일반사무실,제3종일반주거지역,일반미관지구,개발행위허가제한지역,,,
신축,삼성베스트빌,서울특별시 광진구 중곡동 73-103,148.1,87.61,221.66,,59.16,149.67,철근콘크리트구조,2012-08-23,2012-08-31,2013-03-19,4,0,공동주택,다세대주택(단지형다세대주택),제1종일반주거지역,,,6,,
신축,능동 251-3 공동주택 (옹경섭),서울특별시 광진구 능동 251-3,101.2,54.6,151.25,,53.95,149.46,철근콘크리트구조,2012-05-07,2012-08-10,2013-03-19,4,0,공동주택,다세대주택,제2종일반주거지역,,,4,,
용도변경,.,서울특별시 광진구 화양동 49-9 외1필지,2022.8,400.08,1920.48,,19.78,76.15,철근콘크리트구조,2013-03-14,,2013-03-15,4,1,업무시설,근린생활시설,제3종일반주거지역,중심지미관지구,학교환경위생정화구역,,,
대수선,화양동 29-29 단독주택 (이호덕),서울특별시 광진구 화양동 29-29,185,97.59,236.43,,52.75,99.1,벽돌구조,2012-11-22,2012-11-26,2013-03-13,2,1,단독주택,다가구주택,준주거지역,일반미관지구,,,,7
신축,,서울특별시 광진구 화양동 15-31,152.7,89.15,268.15,,58.38,175.61,철근콘크리트구조,2012-10-15,2012-11-08,2013-03-13,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,9
용도변경,군자동 349-8 노유자시설 (박창미),서울특별시 광진구 군자동 349-8,258,128.5,690.88,,49.81,193.92,철근콘크리트구조,2013-02-26,,2013-03-12,4,1,노유자시설,어린이집,제3종일반주거지역,,,,,1
용도변경,1,서울특별시 광진구 자양동 610-4,268.9,152.73,787.12,,56.8,227.07,철근콘크리트구조,2013-02-19,,2013-03-11,4,1,제2종근린생활시설,근린생활시설 및 노유자시설,제2종일반주거지역,,,,,
용도변경,,서울특별시 광진구 중곡동 614-2,446.6,179.83,411.89,,40.26,69.87,철근콘크리트구조,2012-11-29,,2013-03-11,3,1,제2종근린생활시설,(사무실),제2종일반주거지역,일반미관지구,,,,
용도변경,,서울특별시 광진구 구의동 249-21,330.6,195.98,962.06,,59.2801,231.4943,철근콘크리트구조,2012-11-16,,2013-03-08,4,1,제2종근린생활시설,,제2종일반주거지역,,,,,
신축,능동 235-17 단독주택 (한병철),서울특별시 광진구 능동 235-17,120.45,72.2,180.49,,59.94,149.85,철근콘크리트구조,2012-08-29,2012-08-30,2013-03-08,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,7
신축,,서울특별시 광진구 자양동 624-34,150.8,89.67,288.38,,59.46,191.23,철근콘크리트구조,2012-06-20,2012-08-31,2013-03-07,4,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,7,,
신축,.,서울특별시 광진구 중곡동 98-4 외2필지,357.7,213.35,713.53,,59.64,199.48,철근콘크리트구조,2012-09-07,2012-09-19,2013-03-06,6,0,공동주택,2종근생 및 다세대 주택,제2종일반주거지역,,,10,2,
신축,MY,서울특별시 광진구 구의동 251-1,161.42,96,322.01,,59.47,199.49,철근콘크리트구조,2012-08-06,2012-08-24,2013-03-06,5,0,공동주택,도시형생활주택/근린생활시설,제2종일반주거지역,,,13,1,
신축,송스45빌딩,서울특별시 광진구 화양동 19-45 외1필지,240.3,143.79,809.1,,59.84,336.7,철근콘크리트구조,2012-07-15,2012-08-01,2013-03-06,7,0,제2종근린생활시설,고시원,준주거지역,,,,,
신축,진현빌라,서울특별시 광진구 구의동 217-29,165.6,82.59,340.5,,49.87,205.61,철근콘크리트구조,2012-11-05,2012-11-06,2013-03-05,5,0,공동주택,도시형생활주택(원룸형),제3종일반주거지역,,,8,1,
용도변경,,서울특별시 광진구 화양동 24-17,1007.6,477.44,3068.29,,47.38,248.71,철근콘크리트구조,2013-02-14,,2013-02-28,7,1,노유자시설,근린생활시설,가로구역별최고높이제한지역,일반미관지구,,,,
신축,누리안,서울특별시 광진구 구의동 230-25 외1필지,249.9,124.32,610.8,,49.75,244.42,철근콘크리트구조,2012-10-12,2012-10-15,2013-02-28,6,0,공동주택,도시형생활주택(단지형다세대),제3종일반주거지역,,,10,,
신축,클럽하우스-3,서울특별시 광진구 중곡동 53-3,115,67.86,206.79,,59.01,179.82,철근콘크리트구조,2012-08-23,2012-08-30,2013-02-28,5,0,공동주택,도시형(원룸)다세대주택,제2종일반주거지역,,대공방어 협조구역,8,,
신축,엘엔케이 빌딩(이관용),서울특별시 광진구 중곡동 158-29 외1필지,267.2,154.67,982.32,,57.89,335.26,철근콘크리트구조,2012-03-09,2012-03-28,2013-02-28,9,1,제2종근린생활시설,근린생활시설(고시원+사무소),도시지역,대공방어협조구역,제1종지구단위계획구역,,,
용도변경,진넥스 베르디엠,서울특별시 광진구 구의동 201-8,1025.9,512.36,4247.18,,49.94,249.64,철근콘크리트구조,2013-02-20,,2013-02-26,6,2,제2종근린생활시설,,제3종일반주거지역,중심지미관지구,,,21,
용도변경,이튼타워리버1차,서울특별시 광진구 자양동 510-5 외3필지,3737,1502.46,28995.6,,40.2,472.13,,2013-02-21,,2013-02-22,26,4,공동주택,,준주거지역,일반미관지구,지구단위계획구역,146,,
신축,화양동 47-8 공동주택 (문창식),서울특별시 광진구 화양동 47-8,130.9,73.94,231.21,,56.49,176.63,철근콘크리트구조,2012-09-05,2012-10-18,2013-02-18,5,0,공동주택,다세대주택/원룸형도시형생활주택,제2종일반주거지역,,,12,,
신축,화양동 109-3 공동주택/원룸형다세대주택 (김충한),서울특별시 광진구 화양동 109-3,111.01,63,350.17,,56.75,315.44,철근콘크리트구조,2012-08-15,2012-09-11,2013-02-18,7,0,공동주택,다세대주택/원룸형도시형생활주택,준주거지역,,제1종지구단위계획구역,9,,
용도변경,진넥스 베르디엠,서울특별시 광진구 구의동 201-8,1025.9,512.36,4247.18,,49.94,249.64,철근콘크리트구조,2013-02-14,,2013-02-15,6,2,제2종근린생활시설,,제3종일반주거지역,중심지미관지구,상수원보호기타,,21,
신축,힐링아트,서울특별시 광진구 구의동 72-1,200.6,118.53,399.84,,59.09,199.32,철근콘크리트구조,2012-09-27,2012-10-08,2013-02-15,5,0,공동주택,다세대주택(도시형생활주택-원룸형),제2종일반주거지역,,,11,1,
신축,,서울특별시 광진구 구의동 239-17,148.61,88.83,296.29,,59.77,199.37,철근콘크리트구조,2012-09-03,2012-10-25,2013-02-15,5,0,단독주택,다가구주택(7가구)및제2종근린생활시설,제2종일반주거지역,,,,,7
신축,,서울특별시 광진구 군자동 357-1,167,82.08,333.86,,49.15,199.92,철근콘크리트구조,2012-07-31,2012-08-13,2013-02-15,6,0,단독주택,다가구주택,제3종일반주거지역,,제1종지구단위계획구역,,,4
신축,준하우스,서울특별시 광진구 구의동 49-7,275.4,165.14,549.71,,59.96,199.6,철근콘크리트구조,2012-07-20,2012-07-25,2013-02-14,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,
신축,정수아트빌,서울특별시 광진구 구의동 49-2,292.5,175.41,584.5,,59.97,199.83,철근콘크리트구조,2012-08-08,2012-08-24,2013-02-08,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,
용도변경,,서울특별시 광진구 광장동 339-7 외1필지,464,273.86,1906.35,,59.02,278.97,철근콘크리트구조,2013-01-31,,2013-02-07,6,2,단독주택,"다가구주택, 근린생활시설",일반주거지역,,,,,10
용도변경,,서울특별시 광진구 자양동 608-21,614.7,363.23,2964.52,,59.09,404.12,철근콘크리트구조,2013-01-08,,2013-02-07,8,1,업무시설,근린생활시설,한강폐기물매립시설설치제한지역,,대공방어 협조구역,,,
신축,중곡동 50-48 단독주택 (강신용),서울특별시 광진구 중곡동 50-48,133.2,79.21,266.26,,59.47,199.89,철근콘크리트구조,2012-08-30,2012-08-31,2013-02-06,4,0,단독주택,근린생활시설,도시지역,,,,,3
신축,세원그린빌,서울특별시 광진구 구의동 47-1 외1필지,364.7,218.67,918.61,,59.95,180.88,철근콘크리트구조,2012-09-17,2012-09-19,2013-02-05,5,1,공동주택,2종근생 및 다세대 주택,제2종일반주거지역,,,12,3,
대수선,중곡동 648-25 공동주택 (안동희),서울특별시 광진구 중곡동 648-25,205.3,123.1,486.1,,59.96,236.77,철근콘크리트구조,2012-06-12,2012-06-29,2013-02-04,5,,공동주택,다세대주택,도시지역,대공방어협조구역,제1종지구단위계획구역,7,,
신축,,서울특별시 광진구 중곡동 73-25,138.5,81.42,284.79,,58.79,149.97,철근콘크리트구조,2012-06-26,2012-07-02,2013-01-31,4,1,공동주택,다세대,제1종일반주거지역,,,7,,
신축,화양동 83-1 공동주택 (김흥기),서울특별시 광진구 화양동 83-1,223,133.38,888.5,,59.81,398.43,철근콘크리트구조,2011-12-23,2012-01-03,2013-01-31,8,0,공동주택,도시형생활주택(24세대)근린생활시설(사무실),준주거지역,,제1종지구단위계획구역,24,,
용도변경,중곡동 150-74 제2종근린생활시설 (주식회사한일메디피아),서울특별시 광진구 중곡동 150-74,229,123.88,505.12,,54.1,153.45,철근콘크리트구조,2013-01-22,,2013-01-29,3,1,제2종근린생활시설,단독주택,도시지역,,지구단위계획구역,,,1
신축,,서울특별시 광진구 화양동 69,136,67.72,315.32,,49.79,182.06,철근콘크리트구조,2012-09-05,2012-09-11,2013-01-29,5,0,단독주택,다가구주택/근린생활시설,제3종일반주거지역,,제1종지구단위계획구역,,,5
신축,선인팰리스,서울특별시 광진구 화양동 75-6 외1필지,205,122.73,804.39,,59.87,392.39,철근콘크리트구조,2012-03-08,2012-03-23,2013-01-29,8,0,공동주택,도시형생활주택(원룸형),도시지역,대공방어협조구역,제1종지구단위계획구역,24,10,
신축,화양동 19-25 공동주택 (고숙자),서울특별시 광진구 화양동 19-25,125.3,72.13,310.66,,57.56,247.93,철근콘크리트구조,2012-02-13,2012-08-20,2013-01-29,6,0,공동주택,,제2종일반주거지역,,,14,,
신축,구의동 224-25 공동주택 (김종덕),서울특별시 광진구 구의동 224-25,166.3,91.17,331.87,,54.82,199.56,철근콘크리트구조,2012-08-10,2012-08-27,2013-01-25,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,
증축,구의동 74-1 교육연구시설 (최동호),서울특별시 광진구 구의동 74-1 외1필지,1170.6,698.47,1321.98,274.77,59.67,112.93,일반철골구조,2012-06-13,2012-09-06,2013-01-25,4,,교육연구시설,학교,가로구역별최고높이제한지역,중심지미관지구,제1종지구단위계획구역,,,
신축,화양동 19-2 공동주택 (안종록),서울특별시 광진구 화양동 19-2,220.6,130.99,881.8,,59.37,399.72,철근콘크리트구조,2011-11-14,2012-08-13,2013-01-25,8,0,공동주택,"오피스텔, 제1종근린생활시설",도시지역,,준주거지역,20,,
신축,자양동 774-5 공동주택 (남영숙),서울특별시 광진구 자양동 774-5,534.8,266.82,1286.08,,49.89,240.47,철근콘크리트구조,2012-06-20,2012-07-03,2013-01-24,6,0,공동주택,단지형 다세대주택,제3종일반주거지역,,,20,,
신축,중곡동 648-22  ,서울특별시 광진구 중곡동 648-22,108.8,64.91,264.97,,59.66,243.53,철근콘크리트구조,2012-05-23,2012-06-08,2013-01-24,6,0,단독주택,,준주거지역,,제1종지구단위계획구역,,,4
신축,예그리나Ⅰ,서울특별시 광진구 화양동 109-4 외1필지,183,106.4,730.24,,58.14,399.04,철근콘크리트구조,2012-05-04,2012-05-23,2013-01-24,9,0,공동주택,다세대주택(도시형생활주택원룸형),준주거지역,,제1종지구단위계획구역,20,12,
신축,예그리나Ⅱ,서울특별시 광진구 화양동 109-7 외1필지,181,107.59,722.88,,59.44,399.38,철근콘크리트구조,2012-03-28,2012-05-23,2013-01-24,9,0,공동주택,다세대주택(도시형생활주택),준주거지역,,제1종지구단위계획구역,16,9,
신축,중곡동 191-132 단독주택 (이원일),서울특별시 광진구 중곡동 191-132,111.4,66.6,183.06,,59.78,164.33,철근콘크리트구조,2012-03-26,2012-04-02,2013-01-23,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,4
신축,중곡동 578-1 제2종근린생활시설 (윤병화),서울특별시 광진구 중곡동 578-1,198.7,94.7,524.5,,47.66,199.82,철근콘크리트구조,2012-06-27,2012-07-03,2013-01-16,6,1,제2종근린생활시설,"근,생및다가구주택5",제2종일반주거지역,,,,,5
신축,능동 00근린생활시설,서울특별시 광진구 능동 221-19,126.25,74.68,462.76,,59.15,315.23,철근콘크리트구조,2012-05-17,2012-05-23,2013-01-16,7,1,제2종근린생활시설,"고시원,사무소",준주거지역,,제1종지구단위계획구역,,,
신축,,서울특별시 광진구 중곡동 257-42,166,97.01,330.26,,58.44,198.95,철근콘크리트구조,2012-07-27,2012-08-03,2013-01-14,4,0,단독주택,근린생활시설,제2종일반주거지역,,,,,7
신축,,서울특별시 광진구 중곡동 244-24,144.8,86.67,247.55,,59.85,170.96,철근콘크리트구조,2012-08-21,2012-08-28,2013-01-11,4,0,단독주택,다가구,제2종일반주거지역,,,,,5
신축,능동 249-1 단독주택 (김영호),서울특별시 광진구 능동 249-1,252.6,151.07,374.06,,59.81,148.08,철근콘크리트구조,2012-08-31,2012-08-31,2013-01-10,4,0,단독주택,다가구주택(14가구),제1종일반주거지역,,,,,14
용도변경,구의동 222-1 제2종근린생활시설,서울특별시 광진구 구의동 222-1,296.9,177.14,1336.47,,59.66,374.82,철근콘크리트구조,2011-10-12,,2013-01-10,7,1,제2종근린생활시설,,일반주거지역,,,,,
신축,중곡동 129-43 제2종근린생활시설 (이은주),서울특별시 광진구 중곡동 129-43,177.2,106.29,353.97,,59.98,199.76,철근콘크리트구조,2012-08-23,2012-08-23,2013-01-09,5,0,제2종근린생활시설,고시원,도시지역,,,,,1
신축,클럽하우스 2,서울특별시 광진구 중곡동 53-6,115,67.86,229.77,,59,199.8,철근콘크리트구조,2012-07-26,2012-07-27,2013-01-09,5,0,공동주택,도시형생활주택(다세대)-원룸,도시지역,,대공방어 협조구역,7,,
신축,구의동 72-17 다가구주택,서울특별시 광진구 구의동 72-17,166.6,97.5,332.7,,58.53,199.7,철근콘크리트구조,2012-08-30,2012-09-05,2013-01-04,5,0,단독주택,다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,,5
신축,군자동 00다가구주택,서울특별시 광진구 군자동 60-74,153.91,90.78,240.34,,58.98,156.16,철근콘크리트구조,2012-07-27,2012-08-24,2013-01-04,4,0,단독주택,다가구주택:5가구,제2종일반주거지역,,,,,5
